GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons BCEL,org.apache.bcel.verifier,VerifyDialog,828,0,40,0,227,0,50,0,30,0
Apache Commons BCEL,org.apache.bcel.verifier,VerifyDialog.new WindowAdapter() {...},10,0,2,0,5,0,3,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier,NativeVerifier,134,0,4,0,26,0,3,0,1,0
Apache Commons BCEL,org.apache.bcel.verifier,VerificationResult,93,0,12,0,22,0,13,0,7,0
Apache Commons BCEL,org.apache.bcel.verifier,TransitiveHull,204,0,18,0,38,0,11,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier,VerifierAppFrame,1105,0,40,0,234,0,32,0,12,0
Apache Commons BCEL,org.apache.bcel.verifier,Verifier,459,0,30,0,72,0,30,0,15,0
Apache Commons BCEL,org.apache.bcel.verifier,VerifierFactoryListModel,96,0,4,0,21,0,8,0,6,0
Apache Commons BCEL,org.apache.bcel.verifier,VerifierFactory,54,0,0,0,16,0,9,0,9,0
Apache Commons BCEL,org.apache.bcel.verifier,VerifyDialog.IvjEventHandler,47,0,8,0,10,0,6,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier,PassVerifier,36,0,2,0,11,0,6,0,5,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantInteger,44,12,0,0,12,5,7,2,7,2
Apache Commons BCEL,org.apache.bcel.classfile,ConstantInterfaceMethodref,18,5,0,0,6,2,3,1,3,1
Apache Commons BCEL,org.apache.bcel.classfile,Method,223,21,30,0,53,6,32,3,17,3
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeVisibleAnnotations,11,9,0,0,4,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.classfile,ConstantString,51,12,0,0,13,5,8,2,8,2
Apache Commons BCEL,org.apache.bcel.classfile,ParameterAnnotations,102,0,6,0,23,0,13,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantPackage,63,0,0,0,18,0,10,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,StackMap,166,49,11,3,29,10,14,3,8,2
Apache Commons BCEL,org.apache.bcel.classfile,BootstrapMethods,173,46,9,3,31,11,12,4,7,3
Apache Commons BCEL,org.apache.bcel.classfile,NestHost,86,0,0,0,24,0,9,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantLong,44,12,0,0,12,5,7,2,7,2
Apache Commons BCEL,org.apache.bcel.classfile,PMGClass,100,0,0,0,24,0,13,0,13,0
Apache Commons BCEL,org.apache.bcel.classfile,EnumElementValue,66,0,2,0,15,0,8,0,7,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantNameAndType,57,30,0,0,13,10,9,3,9,3
Apache Commons BCEL,org.apache.bcel.classfile,ArrayElementValue,149,0,14,0,28,0,13,0,6,0
Apache Commons BCEL,org.apache.bcel.classfile,Field.new BCELComparator() {...},41,3,12,0,2,1,8,1,2,1
Apache Commons BCEL,org.apache.bcel.classfile,Utility.JavaReader,82,0,16,0,18,0,11,0,3,0
Apache Commons BCEL,org.apache.bcel.classfile,SimpleElementValue,311,8,34,0,65,3,35,1,14,1
Apache Commons BCEL,org.apache.bcel.classfile,ParameterAnnotationEntry,108,0,12,0,24,0,12,0,6,0
Apache Commons BCEL,org.apache.bcel.classfile,AnnotationDefault,46,0,0,0,15,0,7,0,7,0
Apache Commons BCEL,org.apache.bcel.classfile,Module,654,0,34,0,95,0,35,0,18,0
Apache Commons BCEL,org.apache.bcel.classfile,ClassParser,125,260,12,20,23,58,12,17,2,11
Apache Commons BCEL,org.apache.bcel.classfile,Constant.new BCELComparator() {...},25,3,10,0,2,1,7,1,2,1
Apache Commons BCEL,org.apache.bcel.classfile,StackMapEntry,848,192,162,24,142,35,109,11,24,3
Apache Commons BCEL,org.apache.bcel.classfile,LocalVariableTable,156,87,18,6,30,17,19,8,10,5
Apache Commons BCEL,org.apache.bcel.classfile,AccessFlags,161,38,6,2,56,10,35,9,32,8
Apache Commons BCEL,org.apache.bcel.classfile,ModulePackages,188,0,8,0,36,0,16,0,12,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantMethodHandle,58,17,0,0,15,6,8,2,8,2
Apache Commons BCEL,org.apache.bcel.classfile,EmptyVisitor,62,0,0,0,61,0,60,0,60,0
Apache Commons BCEL,org.apache.bcel.classfile,MethodParameters,46,65,2,4,11,13,7,5,6,3
Apache Commons BCEL,org.apache.bcel.classfile,ElementValuePair,40,16,0,0,9,6,5,2,5,2
Apache Commons BCEL,org.apache.bcel.classfile,ConstantUtf8,182,42,6,2,33,14,13,7,9,7
Apache Commons BCEL,org.apache.bcel.classfile,LocalVariableTypeTable,158,53,15,3,29,11,19,4,11,3
Apache Commons BCEL,org.apache.bcel.classfile,ConstantClass,39,24,0,0,9,9,6,4,6,4
Apache Commons BCEL,org.apache.bcel.classfile,Utility,2541,250,298,24,495,63,219,20,43,11
Apache Commons BCEL,org.apache.bcel.classfile,JavaClass,1011,547,137,35,208,116,124,35,49,24
Apache Commons BCEL,org.apache.bcel.classfile,ExceptionTable,146,29,10,0,29,7,15,2,10,2
Apache Commons BCEL,org.apache.bcel.classfile,ConstantMethodType,40,12,0,0,11,5,6,2,6,2
Apache Commons BCEL,org.apache.bcel.classfile,ConstantUtf8.Cache,4,31,3,1,0,6,2,2,0,2
Apache Commons BCEL,org.apache.bcel.classfile,Signature,338,27,48,0,71,6,38,2,14,2
Apache Commons BCEL,org.apache.bcel.classfile,ConstantInvokeDynamic,20,13,0,0,6,4,4,2,4,2
Apache Commons BCEL,org.apache.bcel.classfile,ModuleMainClass,86,0,0,0,24,0,9,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,FieldOrMethod,157,115,14,6,39,25,22,9,15,6
Apache Commons BCEL,org.apache.bcel.classfile,JavaClass.new BCELComparator() {...},1,27,4,6,0,3,4,4,0,3
Apache Commons BCEL,org.apache.bcel.classfile,AnnotationEntry,150,54,6,2,32,13,18,4,15,3
Apache Commons BCEL,org.apache.bcel.classfile,ModuleOpens,196,0,6,0,34,0,13,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantCP,49,31,0,0,10,10,7,3,7,3
Apache Commons BCEL,org.apache.bcel.classfile,ClassFormatException,0,16,0,0,0,8,0,4,0,4
Apache Commons BCEL,org.apache.bcel.classfile,NestMembers,155,29,6,0,29,7,13,2,10,2
Apache Commons BCEL,org.apache.bcel.classfile,Code,370,248,33,13,64,42,39,10,21,5
Apache Commons BCEL,org.apache.bcel.classfile,PermittedSubclasses,184,0,6,0,36,0,15,0,12,0
Apache Commons BCEL,org.apache.bcel.classfile,SourceFile,29,48,0,0,7,11,4,6,4,6
Apache Commons BCEL,org.apache.bcel.classfile,Utility.JavaWriter,86,0,12,0,19,0,10,0,4,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantDouble,56,0,0,0,17,0,9,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,RecordComponentInfo,188,0,10,0,36,0,14,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,CodeException,156,38,4,0,30,9,17,3,15,3
Apache Commons BCEL,org.apache.bcel.classfile,Unknown,180,0,14,0,38,0,18,0,11,0
Apache Commons BCEL,org.apache.bcel.classfile,BootstrapMethod,137,46,6,2,26,13,12,6,9,5
Apache Commons BCEL,org.apache.bcel.classfile,Visitor,15,0,0,0,15,0,15,0,15,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantPool,457,254,42,28,83,58,45,22,6,15
Apache Commons BCEL,org.apache.bcel.classfile,ElementValue,99,31,9,1,17,9,12,4,5,4
Apache Commons BCEL,org.apache.bcel.classfile,ConstantUtf8.Cache.new LinkedHashMap() {...},8,6,2,0,1,1,2,1,1,1
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeInvisibleAnnotations,20,0,0,0,6,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.classfile,LocalVariable,116,111,2,0,28,26,15,11,14,11
Apache Commons BCEL,org.apache.bcel.classfile,ClassElementValue,34,0,0,0,9,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.classfile,Signature.MyByteArrayInputStream,23,0,2,0,6,0,4,0,3,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantFieldref,18,5,0,0,6,2,3,1,3,1
Apache Commons BCEL,org.apache.bcel.classfile,Constant,88,84,10,12,17,21,14,16,6,5
Apache Commons BCEL,org.apache.bcel.classfile,ModuleRequires,129,0,2,0,25,0,10,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantDynamic,33,0,0,0,10,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantFloat,56,0,0,0,17,0,9,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,StackMapType,116,57,11,7,28,15,19,7,12,5
Apache Commons BCEL,org.apache.bcel.classfile,AnnotationElementValue,42,0,2,0,11,0,6,0,5,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantModule,63,0,0,0,18,0,10,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeVisibleParameterAnnotations,8,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantMethodref,18,5,0,0,6,2,3,1,3,1
Apache Commons BCEL,org.apache.bcel.classfile,ConstantValue,110,21,6,0,29,5,12,2,7,2
Apache Commons BCEL,org.apache.bcel.classfile,InnerClass,158,43,6,0,32,13,16,3,13,3
Apache Commons BCEL,org.apache.bcel.classfile,Annotations,92,51,7,3,18,12,12,4,8,3
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeInvisibleParameterAnnotations,8,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.classfile,LineNumberTable,205,77,25,5,47,15,24,5,11,3
Apache Commons BCEL,org.apache.bcel.classfile,Synthetic,53,0,2,0,16,0,9,0,8,0
Apache Commons BCEL,org.apache.bcel.classfile,Attribute,201,248,21,18,38,46,28,25,9,10
Apache Commons BCEL,org.apache.bcel.classfile,EnclosingMethod,90,0,2,0,23,0,12,0,11,0
Apache Commons BCEL,org.apache.bcel.classfile,Record,163,0,10,0,32,0,14,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,Deprecated,44,17,2,0,12,4,7,2,6,2
Apache Commons BCEL,org.apache.bcel.classfile,DescendingVisitor,1013,0,4,0,281,0,72,0,70,0
Apache Commons BCEL,org.apache.bcel.classfile,Method.new BCELComparator() {...},41,3,12,0,2,1,8,1,2,1
Apache Commons BCEL,org.apache.bcel.classfile,MethodParameter,66,20,8,0,19,7,15,2,11,2
Apache Commons BCEL,org.apache.bcel.classfile,InvalidMethodSignatureException,9,0,0,0,4,0,2,0,2,0
Apache Commons BCEL,org.apache.bcel.classfile,ModuleExports,196,0,6,0,34,0,13,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,InnerClasses,111,81,5,5,20,16,11,6,8,4
Apache Commons BCEL,org.apache.bcel.classfile,ModuleProvides,175,0,8,0,33,0,13,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,Field,155,13,16,0,30,4,19,2,11,2
Apache Commons BCEL,org.apache.bcel.classfile,LineNumber,55,33,0,0,14,10,8,4,8,4
Apache Commons BCEL,org.apache.bcel.util,ClassPath,285,389,52,36,56,90,45,24,9,16
Apache Commons BCEL,org.apache.bcel.util,ByteSequence.ByteArrayStream,13,4,2,0,4,2,3,1,2,1
Apache Commons BCEL,org.apache.bcel.util,AttributeHTML,460,141,25,3,59,29,19,4,2,4
Apache Commons BCEL,org.apache.bcel.util,MethodHTML,357,80,24,2,48,17,15,1,2,1
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Dir,56,37,5,1,12,5,8,2,5,2
Apache Commons BCEL,org.apache.bcel.util,ModularRuntimeImage,43,75,1,1,10,19,3,8,2,8
Apache Commons BCEL,org.apache.bcel.util,ClassPath.JrtModule,74,10,4,0,13,3,7,1,5,1
Apache Commons BCEL,org.apache.bcel.util,InstructionFinder,49,687,9,37,5,125,11,26,3,11
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Dir.new ClassPath.ClassFile() {...},21,13,0,0,6,2,4,2,4,2
Apache Commons BCEL,org.apache.bcel.util,Args,25,192,1,19,3,23,2,18,1,9
Apache Commons BCEL,org.apache.bcel.util,BCELFactory,1064,0,83,0,170,0,64,0,21,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath.AbstractZip.new ClassPath.ClassFile() {...},33,0,0,0,6,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.util,ClassStack,0,28,0,0,0,8,0,5,0,5
Apache Commons BCEL,org.apache.bcel.util,JavaWrapper,70,66,6,6,17,18,7,4,2,3
Apache Commons BCEL,org.apache.bcel.util,ClassLoaderRepository,35,80,1,3,5,22,3,7,2,6
Apache Commons BCEL,org.apache.bcel.util,ClassPath.JrtModule.new ClassPath.ClassFile() {...},42,0,0,0,10,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.util,AbstractClassPathRepository,110,50,7,5,20,15,7,4,2,3
Apache Commons BCEL,org.apache.bcel.util,LruCacheClassPathRepository.new LinkedHashMap() {...},0,21,0,2,0,2,0,3,0,2
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Module,12,4,0,0,1,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.util,ClassSet,0,44,0,2,0,9,0,7,0,6
Apache Commons BCEL,org.apache.bcel.util,CodeHTML,1371,58,101,1,251,13,64,1,4,1
Apache Commons BCEL,org.apache.bcel.util,ClassLoader,83,137,4,12,22,31,6,10,2,6
Apache Commons BCEL,org.apache.bcel.util,ClassPath.AbstractZip,73,10,6,0,15,3,8,1,5,1
Apache Commons BCEL,org.apache.bcel.util,LruCacheClassPathRepository,0,59,0,2,0,15,0,6,0,5
Apache Commons BCEL,org.apache.bcel.util,ConstantHTML,534,246,19,7,60,37,14,5,2,2
Apache Commons BCEL,org.apache.bcel.util,ByteSequence,8,12,0,0,3,3,2,1,2,1
Apache Commons BCEL,org.apache.bcel.util,ClassVector,6,32,0,0,2,9,1,5,1,5
Apache Commons BCEL,org.apache.bcel.util,ClassPath.JrtModules,115,24,18,0,22,4,14,2,5,2
Apache Commons BCEL,org.apache.bcel.util,ClassPathRepository,0,37,0,0,0,11,0,5,0,5
Apache Commons BCEL,org.apache.bcel.util,BCELifier,1022,141,71,17,192,27,54,9,15,4
Apache Commons BCEL,org.apache.bcel.util,SyntheticRepository,0,18,0,0,0,5,0,4,0,4
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Jar,10,4,0,0,1,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.util,MemorySensitiveClassPathRepository,0,48,0,2,0,12,0,6,0,5
Apache Commons BCEL,org.apache.bcel.util,Class2HTML,308,219,31,6,55,39,21,7,3,5
Apache Commons BCEL,org.apache.bcel.util,ClassQueue,4,22,0,0,1,7,1,4,1,4
Apache Commons BCEL,org.apache.bcel.util,BCELifier.FLAGS,0,21,0,0,0,4,0,1,0,1
