GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons BCEL,org.apache.bcel.verifier,VerifyDialog,828,0,40,0,227,0,50,0,30,0
Apache Commons BCEL,org.apache.bcel.verifier,VerifyDialog.new WindowAdapter() {...},10,0,2,0,5,0,3,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier,NativeVerifier,134,0,4,0,26,0,3,0,1,0
Apache Commons BCEL,org.apache.bcel.verifier,VerificationResult,9,84,2,10,2,20,3,10,1,6
Apache Commons BCEL,org.apache.bcel.verifier,TransitiveHull,204,0,18,0,38,0,11,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier,VerifierAppFrame,1105,0,40,0,234,0,32,0,12,0
Apache Commons BCEL,org.apache.bcel.verifier,Verifier,142,317,12,18,18,54,11,19,2,13
Apache Commons BCEL,org.apache.bcel.verifier,VerifierFactoryListModel,96,0,4,0,21,0,8,0,6,0
Apache Commons BCEL,org.apache.bcel.verifier,VerifierFactory,20,34,0,0,5,11,4,5,4,5
Apache Commons BCEL,org.apache.bcel.verifier,VerifyDialog.IvjEventHandler,47,0,8,0,10,0,6,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier,PassVerifier,0,36,0,2,0,11,0,6,0,5
Apache Commons BCEL,org.apache.bcel.classfile,ConstantInteger,13,43,0,0,5,12,3,6,3,6
Apache Commons BCEL,org.apache.bcel.classfile,ConstantInterfaceMethodref,8,15,0,0,2,6,1,3,1,3
Apache Commons BCEL,org.apache.bcel.classfile,Method,30,214,4,26,13,46,10,25,7,13
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeVisibleAnnotations,0,20,0,0,0,6,0,3,0,3
Apache Commons BCEL,org.apache.bcel.classfile,ConstantString,20,43,0,0,6,12,4,6,4,6
Apache Commons BCEL,org.apache.bcel.classfile,ParameterAnnotations,16,86,2,4,4,19,4,9,3,7
Apache Commons BCEL,org.apache.bcel.classfile,ConstantPackage,29,34,0,0,9,9,5,5,5,5
Apache Commons BCEL,org.apache.bcel.classfile,StackMap,30,185,0,14,6,33,3,14,3,7
Apache Commons BCEL,org.apache.bcel.classfile,BootstrapMethods,21,198,1,11,4,38,4,12,3,7
Apache Commons BCEL,org.apache.bcel.classfile,NestHost,35,51,0,0,11,13,5,4,5,4
Apache Commons BCEL,org.apache.bcel.classfile,ConstantLong,13,43,0,0,5,12,3,6,3,6
Apache Commons BCEL,org.apache.bcel.classfile,PMGClass,100,0,0,0,24,0,13,0,13,0
Apache Commons BCEL,org.apache.bcel.classfile,EnumElementValue,39,27,1,1,7,8,4,4,3,4
Apache Commons BCEL,org.apache.bcel.classfile,ConstantNameAndType,21,66,0,0,7,16,4,8,4,8
Apache Commons BCEL,org.apache.bcel.classfile,ArrayElementValue,59,90,6,8,10,18,6,7,2,4
Apache Commons BCEL,org.apache.bcel.classfile,Field.new BCELComparator() {...},30,14,7,5,1,2,5,4,1,2
Apache Commons BCEL,org.apache.bcel.classfile,Utility.JavaReader,21,61,4,12,5,13,4,7,1,2
Apache Commons BCEL,org.apache.bcel.classfile,SimpleElementValue,241,78,27,7,46,22,28,8,9,6
Apache Commons BCEL,org.apache.bcel.classfile,ParameterAnnotationEntry,6,102,2,10,3,21,3,9,1,5
Apache Commons BCEL,org.apache.bcel.classfile,AnnotationDefault,16,30,0,0,6,9,3,4,3,4
Apache Commons BCEL,org.apache.bcel.classfile,Module,220,434,11,23,32,63,12,23,6,12
Apache Commons BCEL,org.apache.bcel.classfile,ClassParser,89,296,7,25,15,66,7,22,1,12
Apache Commons BCEL,org.apache.bcel.classfile,Constant.new BCELComparator() {...},14,14,5,5,1,2,4,4,1,2
Apache Commons BCEL,org.apache.bcel.classfile,StackMapEntry,401,639,91,95,69,108,73,47,16,11
Apache Commons BCEL,org.apache.bcel.classfile,LocalVariableTable,44,199,7,17,8,39,7,20,3,12
Apache Commons BCEL,org.apache.bcel.classfile,AccessFlags,126,73,6,2,47,19,26,18,23,17
Apache Commons BCEL,org.apache.bcel.classfile,ModulePackages,89,99,5,3,18,18,10,6,7,5
Apache Commons BCEL,org.apache.bcel.classfile,ConstantMethodHandle,15,60,0,0,6,15,3,7,3,7
Apache Commons BCEL,org.apache.bcel.classfile,EmptyVisitor,3,59,0,0,3,58,3,57,3,57
Apache Commons BCEL,org.apache.bcel.classfile,MethodParameters,13,98,2,4,3,21,3,9,2,7
Apache Commons BCEL,org.apache.bcel.classfile,ElementValuePair,0,56,0,0,0,15,0,7,0,7
Apache Commons BCEL,org.apache.bcel.classfile,ConstantUtf8,157,67,6,2,28,19,10,10,6,10
Apache Commons BCEL,org.apache.bcel.classfile,LocalVariableTypeTable,60,151,9,9,10,30,10,13,5,9
Apache Commons BCEL,org.apache.bcel.classfile,ConstantClass,9,54,0,0,4,14,2,8,2,8
Apache Commons BCEL,org.apache.bcel.classfile,Utility,409,2382,43,279,64,494,51,188,11,43
Apache Commons BCEL,org.apache.bcel.classfile,JavaClass,144,1414,30,142,52,272,46,113,20,53
Apache Commons BCEL,org.apache.bcel.classfile,ExceptionTable,43,132,4,6,10,26,6,11,4,8
Apache Commons BCEL,org.apache.bcel.classfile,ConstantMethodType,9,43,0,0,4,12,2,6,2,6
Apache Commons BCEL,org.apache.bcel.classfile,ConstantUtf8.Cache,4,31,3,1,0,6,2,2,0,2
Apache Commons BCEL,org.apache.bcel.classfile,Signature,79,286,12,36,10,67,14,26,6,10
Apache Commons BCEL,org.apache.bcel.classfile,ConstantInvokeDynamic,7,26,0,0,2,8,1,5,1,5
Apache Commons BCEL,org.apache.bcel.classfile,ModuleMainClass,74,12,0,0,21,3,8,1,8,1
Apache Commons BCEL,org.apache.bcel.classfile,FieldOrMethod,39,233,1,19,14,50,7,24,6,15
Apache Commons BCEL,org.apache.bcel.classfile,JavaClass.new BCELComparator() {...},1,27,4,6,0,3,4,4,0,3
Apache Commons BCEL,org.apache.bcel.classfile,AnnotationEntry,6,198,0,8,2,43,2,20,2,16
Apache Commons BCEL,org.apache.bcel.classfile,ModuleOpens,40,156,2,4,9,25,3,10,2,8
Apache Commons BCEL,org.apache.bcel.classfile,ConstantCP,23,57,0,0,7,13,4,6,4,6
Apache Commons BCEL,org.apache.bcel.classfile,ClassFormatException,12,4,0,0,6,2,3,1,3,1
Apache Commons BCEL,org.apache.bcel.classfile,NestMembers,92,92,4,2,19,17,10,5,8,4
Apache Commons BCEL,org.apache.bcel.classfile,Code,72,546,8,38,16,90,12,37,6,20
Apache Commons BCEL,org.apache.bcel.classfile,PermittedSubclasses,71,113,4,2,16,20,8,7,6,6
Apache Commons BCEL,org.apache.bcel.classfile,SourceFile,15,62,0,0,4,14,2,8,2,8
Apache Commons BCEL,org.apache.bcel.classfile,Utility.JavaWriter,33,53,5,7,7,12,6,4,2,2
Apache Commons BCEL,org.apache.bcel.classfile,ConstantDouble,22,34,0,0,8,9,4,5,4,5
Apache Commons BCEL,org.apache.bcel.classfile,RecordComponentInfo,0,188,0,10,0,36,0,14,0,9
Apache Commons BCEL,org.apache.bcel.classfile,CodeException,70,124,2,2,16,23,10,10,8,10
Apache Commons BCEL,org.apache.bcel.classfile,Unknown,65,115,7,7,16,22,11,7,6,5
Apache Commons BCEL,org.apache.bcel.classfile,BootstrapMethod,48,135,0,8,10,29,6,12,6,8
Apache Commons BCEL,org.apache.bcel.classfile,Visitor,15,0,0,0,15,0,15,0,15,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantPool,115,596,14,56,19,122,16,51,2,19
Apache Commons BCEL,org.apache.bcel.classfile,ElementValue,11,119,1,9,2,24,2,14,1,8
Apache Commons BCEL,org.apache.bcel.classfile,ConstantUtf8.Cache.new LinkedHashMap() {...},8,6,2,0,1,1,2,1,1,1
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeInvisibleAnnotations,4,16,0,0,1,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.classfile,LocalVariable,33,194,0,2,12,42,5,21,5,20
Apache Commons BCEL,org.apache.bcel.classfile,ClassElementValue,34,0,0,0,9,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.classfile,Signature.MyByteArrayInputStream,0,23,1,1,0,6,1,3,0,3
Apache Commons BCEL,org.apache.bcel.classfile,ConstantFieldref,8,15,0,0,2,6,1,3,1,3
Apache Commons BCEL,org.apache.bcel.classfile,Constant,45,127,5,17,10,28,7,23,4,7
Apache Commons BCEL,org.apache.bcel.classfile,ModuleRequires,20,109,0,2,7,18,2,8,2,7
Apache Commons BCEL,org.apache.bcel.classfile,ConstantDynamic,13,20,0,0,3,7,2,4,2,4
Apache Commons BCEL,org.apache.bcel.classfile,ConstantFloat,22,34,0,0,8,9,4,5,4,5
Apache Commons BCEL,org.apache.bcel.classfile,StackMapType,26,147,2,16,11,32,7,19,5,12
Apache Commons BCEL,org.apache.bcel.classfile,AnnotationElementValue,19,23,1,1,3,8,3,3,2,3
Apache Commons BCEL,org.apache.bcel.classfile,ConstantModule,29,34,0,0,9,9,5,5,5,5
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeVisibleParameterAnnotations,0,8,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.classfile,ConstantMethodref,8,15,0,0,2,6,1,3,1,3
Apache Commons BCEL,org.apache.bcel.classfile,ConstantValue,36,95,1,5,8,26,4,10,3,6
Apache Commons BCEL,org.apache.bcel.classfile,InnerClass,30,171,0,6,12,33,5,14,5,11
Apache Commons BCEL,org.apache.bcel.classfile,Annotations,8,135,1,9,2,28,3,13,2,9
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeInvisibleParameterAnnotations,0,8,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.classfile,LineNumberTable,97,185,16,14,25,37,13,16,5,9
Apache Commons BCEL,org.apache.bcel.classfile,Synthetic,30,23,2,0,9,7,5,4,4,4
Apache Commons BCEL,org.apache.bcel.classfile,Attribute,80,369,7,32,19,65,11,42,5,14
Apache Commons BCEL,org.apache.bcel.classfile,EnclosingMethod,17,73,1,1,7,16,5,7,4,7
Apache Commons BCEL,org.apache.bcel.classfile,Record,1,162,2,8,0,32,2,12,0,9
Apache Commons BCEL,org.apache.bcel.classfile,Deprecated,30,31,2,0,9,7,5,4,4,4
Apache Commons BCEL,org.apache.bcel.classfile,DescendingVisitor,48,965,2,2,14,267,6,66,4,66
Apache Commons BCEL,org.apache.bcel.classfile,Method.new BCELComparator() {...},18,26,5,7,1,2,5,4,1,2
Apache Commons BCEL,org.apache.bcel.classfile,MethodParameter,58,28,8,0,16,10,13,4,9,4
Apache Commons BCEL,org.apache.bcel.classfile,InvalidMethodSignatureException,9,0,0,0,4,0,2,0,2,0
Apache Commons BCEL,org.apache.bcel.classfile,ModuleExports,40,156,2,4,9,25,3,10,2,8
Apache Commons BCEL,org.apache.bcel.classfile,InnerClasses,21,171,3,7,4,32,4,13,2,10
Apache Commons BCEL,org.apache.bcel.classfile,ModuleProvides,38,137,3,5,9,24,4,9,2,7
Apache Commons BCEL,org.apache.bcel.classfile,Field,12,156,2,14,5,29,5,16,3,10
Apache Commons BCEL,org.apache.bcel.classfile,LineNumber,20,68,0,0,8,16,3,9,3,9
Apache Commons BCEL,org.apache.bcel.util,ClassPath,206,468,40,48,42,104,36,33,7,18
Apache Commons BCEL,org.apache.bcel.util,ByteSequence.ByteArrayStream,0,17,1,1,0,6,1,3,0,3
Apache Commons BCEL,org.apache.bcel.util,AttributeHTML,30,571,3,25,6,82,3,20,0,6
Apache Commons BCEL,org.apache.bcel.util,MethodHTML,62,375,6,20,6,59,5,11,0,3
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Dir,27,66,3,3,7,10,4,6,2,5
Apache Commons BCEL,org.apache.bcel.util,ModularRuntimeImage,7,111,1,1,2,27,3,8,2,8
Apache Commons BCEL,org.apache.bcel.util,ClassPath.JrtModule,11,73,1,3,5,11,2,6,1,5
Apache Commons BCEL,org.apache.bcel.util,InstructionFinder,57,679,8,38,6,124,11,26,4,10
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Dir.new ClassPath.ClassFile() {...},19,15,0,0,6,2,4,2,4,2
Apache Commons BCEL,org.apache.bcel.util,Args,105,112,9,11,9,17,9,11,2,8
Apache Commons BCEL,org.apache.bcel.util,BCELFactory,493,571,48,35,68,102,38,26,4,17
Apache Commons BCEL,org.apache.bcel.util,ClassPath.AbstractZip.new ClassPath.ClassFile() {...},33,0,0,0,6,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.util,ClassStack,28,0,0,0,8,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.util,JavaWrapper,136,0,12,0,35,0,11,0,5,0
Apache Commons BCEL,org.apache.bcel.util,ClassLoaderRepository,115,0,4,0,27,0,10,0,8,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath.JrtModule.new ClassPath.ClassFile() {...},33,9,0,0,9,1,5,1,5,1
Apache Commons BCEL,org.apache.bcel.util,AbstractClassPathRepository,34,126,2,10,6,29,2,9,0,5
Apache Commons BCEL,org.apache.bcel.util,LruCacheClassPathRepository.new LinkedHashMap() {...},0,21,0,2,0,2,0,3,0,2
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Module,0,16,0,0,0,3,0,2,0,2
Apache Commons BCEL,org.apache.bcel.util,ClassSet,44,0,2,0,9,0,7,0,6,0
Apache Commons BCEL,org.apache.bcel.util,CodeHTML,212,1217,23,79,38,226,21,44,0,5
Apache Commons BCEL,org.apache.bcel.util,ClassLoader,220,0,16,0,53,0,16,0,8,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath.AbstractZip,48,35,4,2,8,10,5,4,2,4
Apache Commons BCEL,org.apache.bcel.util,LruCacheClassPathRepository,0,59,0,2,0,15,0,6,0,5
Apache Commons BCEL,org.apache.bcel.util,ConstantHTML,22,758,3,23,2,95,3,16,0,4
Apache Commons BCEL,org.apache.bcel.util,ByteSequence,0,20,0,0,0,6,0,3,0,3
Apache Commons BCEL,org.apache.bcel.util,ClassVector,38,0,0,0,11,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath.JrtModules,12,127,6,12,3,23,7,9,1,6
Apache Commons BCEL,org.apache.bcel.util,ClassPathRepository,0,37,0,0,0,11,0,5,0,5
Apache Commons BCEL,org.apache.bcel.util,BCELifier,289,874,39,49,52,167,30,33,2,17
Apache Commons BCEL,org.apache.bcel.util,SyntheticRepository,0,18,0,0,0,5,0,4,0,4
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Jar,0,14,0,0,0,3,0,2,0,2
Apache Commons BCEL,org.apache.bcel.util,MemorySensitiveClassPathRepository,0,48,0,2,0,12,0,6,0,5
Apache Commons BCEL,org.apache.bcel.util,Class2HTML,204,323,25,12,38,56,15,13,1,7
Apache Commons BCEL,org.apache.bcel.util,ClassQueue,4,22,0,0,1,7,1,4,1,4
Apache Commons BCEL,org.apache.bcel.util,BCELifier.FLAGS,0,21,0,0,0,4,0,1,0,1
