GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons BCEL,org.apache.bcel.verifier,VerifyDialog,440,388,24,16,132,95,31,19,19,11
Apache Commons BCEL,org.apache.bcel.verifier,VerifyDialog.new WindowAdapter() {...},10,0,2,0,5,0,3,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier,NativeVerifier,134,0,4,0,26,0,3,0,1,0
Apache Commons BCEL,org.apache.bcel.verifier,VerificationResult,93,0,12,0,22,0,13,0,7,0
Apache Commons BCEL,org.apache.bcel.verifier,TransitiveHull,204,0,18,0,38,0,11,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier,VerifierAppFrame,466,639,39,1,109,125,28,4,8,4
Apache Commons BCEL,org.apache.bcel.verifier,Verifier,436,23,30,0,65,7,27,3,12,3
Apache Commons BCEL,org.apache.bcel.verifier,VerifierFactoryListModel,6,90,0,4,2,19,1,7,1,5
Apache Commons BCEL,org.apache.bcel.verifier,VerifierFactory,5,49,0,0,2,14,1,8,1,8
Apache Commons BCEL,org.apache.bcel.verifier,VerifyDialog.IvjEventHandler,41,6,8,0,9,1,5,1,1,1
Apache Commons BCEL,org.apache.bcel.verifier,PassVerifier,36,0,2,0,11,0,6,0,5,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantInteger,56,0,0,0,17,0,9,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantInterfaceMethodref,23,0,0,0,8,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.classfile,Method,233,11,30,0,55,4,33,2,18,2
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeVisibleAnnotations,20,0,0,0,6,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantString,63,0,0,0,18,0,10,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,ParameterAnnotations,102,0,6,0,23,0,13,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantPackage,63,0,0,0,18,0,10,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,StackMap,215,0,14,0,39,0,17,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,BootstrapMethods,219,0,12,0,42,0,16,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,NestHost,86,0,0,0,24,0,9,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantLong,56,0,0,0,17,0,9,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,PMGClass,100,0,0,0,24,0,13,0,13,0
Apache Commons BCEL,org.apache.bcel.classfile,EnumElementValue,66,0,2,0,15,0,8,0,7,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantNameAndType,77,10,0,0,19,4,11,1,11,1
Apache Commons BCEL,org.apache.bcel.classfile,ArrayElementValue,149,0,14,0,28,0,13,0,6,0
Apache Commons BCEL,org.apache.bcel.classfile,Field.new BCELComparator() {...},41,3,12,0,2,1,8,1,2,1
Apache Commons BCEL,org.apache.bcel.classfile,Utility.JavaReader,82,0,16,0,18,0,11,0,3,0
Apache Commons BCEL,org.apache.bcel.classfile,SimpleElementValue,319,0,34,0,68,0,36,0,15,0
Apache Commons BCEL,org.apache.bcel.classfile,ParameterAnnotationEntry,108,0,12,0,24,0,12,0,6,0
Apache Commons BCEL,org.apache.bcel.classfile,AnnotationDefault,46,0,0,0,15,0,7,0,7,0
Apache Commons BCEL,org.apache.bcel.classfile,Module,654,0,34,0,95,0,35,0,18,0
Apache Commons BCEL,org.apache.bcel.classfile,ClassParser,385,0,32,0,81,0,29,0,13,0
Apache Commons BCEL,org.apache.bcel.classfile,Constant.new BCELComparator() {...},25,3,10,0,2,1,7,1,2,1
Apache Commons BCEL,org.apache.bcel.classfile,StackMapEntry,1040,0,186,0,177,0,120,0,27,0
Apache Commons BCEL,org.apache.bcel.classfile,LocalVariableTable,243,0,24,0,47,0,27,0,15,0
Apache Commons BCEL,org.apache.bcel.classfile,AccessFlags,196,3,8,0,64,2,43,1,39,1
Apache Commons BCEL,org.apache.bcel.classfile,ModulePackages,188,0,8,0,36,0,16,0,12,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantMethodHandle,75,0,0,0,21,0,10,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,EmptyVisitor,62,0,0,0,61,0,60,0,60,0
Apache Commons BCEL,org.apache.bcel.classfile,MethodParameters,111,0,6,0,24,0,12,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,ElementValuePair,56,0,0,0,15,0,7,0,7,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantUtf8,169,55,5,3,29,18,15,5,11,5
Apache Commons BCEL,org.apache.bcel.classfile,LocalVariableTypeTable,211,0,18,0,40,0,23,0,14,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantClass,56,7,0,0,15,3,9,1,9,1
Apache Commons BCEL,org.apache.bcel.classfile,Utility,2720,71,318,4,538,20,234,5,51,3
Apache Commons BCEL,org.apache.bcel.classfile,JavaClass,1545,13,172,0,320,4,157,2,71,2
Apache Commons BCEL,org.apache.bcel.classfile,ExceptionTable,175,0,10,0,36,0,17,0,12,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantMethodType,52,0,0,0,16,0,8,0,8,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantUtf8.Cache,8,27,4,0,1,5,3,1,1,1
Apache Commons BCEL,org.apache.bcel.classfile,Signature,353,12,46,2,75,2,38,2,14,2
Apache Commons BCEL,org.apache.bcel.classfile,ConstantInvokeDynamic,33,0,0,0,10,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.classfile,ModuleMainClass,86,0,0,0,24,0,9,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,FieldOrMethod,269,3,20,0,62,2,30,1,20,1
Apache Commons BCEL,org.apache.bcel.classfile,JavaClass.new BCELComparator() {...},25,3,10,0,2,1,7,1,2,1
Apache Commons BCEL,org.apache.bcel.classfile,AnnotationEntry,204,0,8,0,45,0,22,0,18,0
Apache Commons BCEL,org.apache.bcel.classfile,ModuleOpens,196,0,6,0,34,0,13,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantCP,70,10,0,0,16,4,9,1,9,1
Apache Commons BCEL,org.apache.bcel.classfile,ClassFormatException,4,12,0,0,2,6,1,3,1,3
Apache Commons BCEL,org.apache.bcel.classfile,NestMembers,184,0,6,0,36,0,15,0,12,0
Apache Commons BCEL,org.apache.bcel.classfile,Code,618,0,46,0,106,0,49,0,26,0
Apache Commons BCEL,org.apache.bcel.classfile,PermittedSubclasses,184,0,6,0,36,0,15,0,12,0
Apache Commons BCEL,org.apache.bcel.classfile,SourceFile,77,0,0,0,18,0,10,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,Utility.JavaWriter,86,0,12,0,19,0,10,0,4,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantDouble,49,7,0,0,14,3,8,1,8,1
Apache Commons BCEL,org.apache.bcel.classfile,RecordComponentInfo,188,0,10,0,36,0,14,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,CodeException,194,0,4,0,39,0,20,0,18,0
Apache Commons BCEL,org.apache.bcel.classfile,Unknown,180,0,14,0,38,0,18,0,11,0
Apache Commons BCEL,org.apache.bcel.classfile,BootstrapMethod,183,0,8,0,39,0,18,0,14,0
Apache Commons BCEL,org.apache.bcel.classfile,Visitor,15,0,0,0,15,0,15,0,15,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantPool,711,0,70,0,141,0,67,0,21,0
Apache Commons BCEL,org.apache.bcel.classfile,ElementValue,130,0,10,0,26,0,16,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantUtf8.Cache.new LinkedHashMap() {...},1,13,1,1,0,2,1,2,0,2
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeInvisibleAnnotations,20,0,0,0,6,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.classfile,LocalVariable,227,0,2,0,54,0,26,0,25,0
Apache Commons BCEL,org.apache.bcel.classfile,ClassElementValue,34,0,0,0,9,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.classfile,Signature.MyByteArrayInputStream,23,0,2,0,6,0,4,0,3,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantFieldref,17,6,0,0,6,2,3,1,3,1
Apache Commons BCEL,org.apache.bcel.classfile,Constant,158,14,22,0,33,5,28,2,9,2
Apache Commons BCEL,org.apache.bcel.classfile,ModuleRequires,129,0,2,0,25,0,10,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantDynamic,33,0,0,0,10,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantFloat,49,7,0,0,14,3,8,1,8,1
Apache Commons BCEL,org.apache.bcel.classfile,StackMapType,173,0,18,0,43,0,26,0,17,0
Apache Commons BCEL,org.apache.bcel.classfile,AnnotationElementValue,42,0,2,0,11,0,6,0,5,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantModule,63,0,0,0,18,0,10,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeVisibleParameterAnnotations,8,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantMethodref,23,0,0,0,8,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.classfile,ConstantValue,131,0,6,0,34,0,14,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,InnerClass,201,0,6,0,45,0,19,0,16,0
Apache Commons BCEL,org.apache.bcel.classfile,Annotations,143,0,10,0,30,0,16,0,11,0
Apache Commons BCEL,org.apache.bcel.classfile,RuntimeInvisibleParameterAnnotations,8,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.classfile,LineNumberTable,282,0,30,0,62,0,29,0,14,0
Apache Commons BCEL,org.apache.bcel.classfile,Synthetic,53,0,2,0,16,0,9,0,8,0
Apache Commons BCEL,org.apache.bcel.classfile,Attribute,430,19,39,0,81,3,52,1,18,1
Apache Commons BCEL,org.apache.bcel.classfile,EnclosingMethod,90,0,2,0,23,0,12,0,11,0
Apache Commons BCEL,org.apache.bcel.classfile,Record,163,0,10,0,32,0,14,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,Deprecated,61,0,2,0,16,0,9,0,8,0
Apache Commons BCEL,org.apache.bcel.classfile,DescendingVisitor,1013,0,4,0,281,0,72,0,70,0
Apache Commons BCEL,org.apache.bcel.classfile,Method.new BCELComparator() {...},41,3,12,0,2,1,8,1,2,1
Apache Commons BCEL,org.apache.bcel.classfile,MethodParameter,73,13,8,0,21,5,13,4,9,4
Apache Commons BCEL,org.apache.bcel.classfile,InvalidMethodSignatureException,0,9,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.classfile,ModuleExports,196,0,6,0,34,0,13,0,10,0
Apache Commons BCEL,org.apache.bcel.classfile,InnerClasses,192,0,10,0,36,0,17,0,12,0
Apache Commons BCEL,org.apache.bcel.classfile,ModuleProvides,175,0,8,0,33,0,13,0,9,0
Apache Commons BCEL,org.apache.bcel.classfile,Field,158,10,16,0,31,3,19,2,11,2
Apache Commons BCEL,org.apache.bcel.classfile,LineNumber,88,0,0,0,24,0,12,0,12,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath,353,321,60,28,74,72,49,20,13,12
Apache Commons BCEL,org.apache.bcel.util,ByteSequence.ByteArrayStream,17,0,2,0,6,0,4,0,3,0
Apache Commons BCEL,org.apache.bcel.util,AttributeHTML,601,0,28,0,88,0,23,0,6,0
Apache Commons BCEL,org.apache.bcel.util,MethodHTML,437,0,26,0,65,0,16,0,3,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Dir,85,8,6,0,13,4,8,2,5,2
Apache Commons BCEL,org.apache.bcel.util,ModularRuntimeImage,39,79,1,1,9,20,2,9,1,9
Apache Commons BCEL,org.apache.bcel.util,ClassPath.JrtModule,74,10,4,0,13,3,7,1,5,1
Apache Commons BCEL,org.apache.bcel.util,InstructionFinder,736,0,46,0,130,0,37,0,14,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Dir.new ClassPath.ClassFile() {...},34,0,0,0,8,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.util,Args,214,3,20,0,24,2,19,1,9,1
Apache Commons BCEL,org.apache.bcel.util,BCELFactory,1064,0,83,0,170,0,64,0,21,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath.AbstractZip.new ClassPath.ClassFile() {...},33,0,0,0,6,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.util,ClassStack,16,12,0,0,4,4,3,2,3,2
Apache Commons BCEL,org.apache.bcel.util,JavaWrapper,136,0,12,0,35,0,11,0,5,0
Apache Commons BCEL,org.apache.bcel.util,ClassLoaderRepository,115,0,4,0,27,0,10,0,8,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath.JrtModule.new ClassPath.ClassFile() {...},42,0,0,0,10,0,6,0,6,0
Apache Commons BCEL,org.apache.bcel.util,AbstractClassPathRepository,154,6,12,0,32,3,10,1,4,1
Apache Commons BCEL,org.apache.bcel.util,LruCacheClassPathRepository.new LinkedHashMap() {...},21,0,2,0,2,0,3,0,2,0
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Module,12,4,0,0,1,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.util,ClassSet,18,26,2,0,3,6,3,4,2,4
Apache Commons BCEL,org.apache.bcel.util,CodeHTML,1429,0,102,0,264,0,65,0,5,0
Apache Commons BCEL,org.apache.bcel.util,ClassLoader,186,34,16,0,45,8,13,3,5,3
Apache Commons BCEL,org.apache.bcel.util,ClassPath.AbstractZip,73,10,6,0,15,3,8,1,5,1
Apache Commons BCEL,org.apache.bcel.util,LruCacheClassPathRepository,59,0,2,0,15,0,6,0,5,0
Apache Commons BCEL,org.apache.bcel.util,ConstantHTML,780,0,26,0,97,0,19,0,4,0
Apache Commons BCEL,org.apache.bcel.util,ByteSequence,20,0,0,0,6,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.util,ClassVector,24,14,0,0,7,4,4,2,4,2
Apache Commons BCEL,org.apache.bcel.util,ClassPath.JrtModules,115,24,18,0,22,4,14,2,5,2
Apache Commons BCEL,org.apache.bcel.util,ClassPathRepository,37,0,0,0,11,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.util,BCELifier,1163,0,88,0,219,0,63,0,19,0
Apache Commons BCEL,org.apache.bcel.util,SyntheticRepository,0,18,0,0,0,5,0,4,0,4
Apache Commons BCEL,org.apache.bcel.util,ClassPath.Jar,10,4,0,0,1,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.util,MemorySensitiveClassPathRepository,39,9,2,0,9,3,5,1,4,1
Apache Commons BCEL,org.apache.bcel.util,Class2HTML,527,0,37,0,94,0,28,0,8,0
Apache Commons BCEL,org.apache.bcel.util,ClassQueue,10,16,0,0,3,5,2,3,2,3
Apache Commons BCEL,org.apache.bcel.util,BCELifier.FLAGS,21,0,0,0,4,0,1,0,1,0
